Ready to run with 10 latency at 2000uS sample rate
ualarm ON
2	0	0	600	-1915
4	0	0	600	-30
6	0	0	600	21
8	0	0	600	-18
10	0	0	600	-5
12	0	0	600	-1
14	0	0	600	0
16	0	0	600	0
18	0	0	600	1
20	0	0	600	-1
22	0	0	600	0
24	0	0	600	0
26	0	0	600	1
28	0	0	600	-1
30	0	0	600	1
32	0	0	600	-8
34	0	0	600	0
36	0	0	600	1
38	0	0	600	-1
40	0	0	600	3
42	0	0	600	-3
44	0	0	600	0
46	0	0	600	0
48	0	0	600	0
50	0	0	600	0
52	0	0	600	0
54	0	0	600	0
56	0	0	600	0
58	0	0	600	0
60	0	0	600	0
62	0	0	600	0
64	0	0	600	0
66	0	0	600	1
68	0	0	600	-1
70	0	0	600	0
72	0	0	600	0
74	0	0	600	0
76	0	0	600	1
78	0	0	600	-1
80	0	0	600	1
82	0	0	600	-1
84	0	0	600	0
86	0	0	600	1
88	0	0	600	0
90	0	0	600	0
92	0	0	600	-1
94	0	0	600	1
96	0	0	600	1
98	0	0	600	-1
100	0	0	600	0
102	0	0	600	-1
104	0	0	600	1
106	0	0	600	0
108	0	0	600	0
110	0	0	600	0
112	0	0	600	-1
114	0	0	600	1
116	0	0	600	0
118	0	0	600	0
120	0	0	600	0
122	0	0	600	0
124	0	0	600	0
126	0	0	600	0
128	0	0	600	1
130	0	0	600	0
132	840	0	600	-6
134	0	0	600	0
136	0	0	600	0
138	0	0	600	0
140	0	0	600	0
142	0	0	600	0
144	0	0	600	0
146	0	0	600	0
148	0	0	600	0
150	843	0	600	0
152	0	0	600	0
154	0	0	600	0
156	0	0	600	0
158	0	0	600	0
160	0	0	600	0
162	0	0	600	0
164	0	0	600	0
166	0	0	600	0
168	0	0	600	0
170	844	0	600	0
172	0	0	600	0
174	0	0	600	0
176	0	0	600	0
178	0	0	600	0
180	0	0	600	0
182	839	0	600	0
184	0	0	600	0
186	0	0	600	1
188	844	0	600	0
190	839	0	600	0
192	839	0	600	-1
194	0	0	600	1
196	0	0	600	0
198	0	0	600	0
200	831	0	600	2
202	0	0	600	-2
204	0	0	600	0
206	0	0	600	0
208	847	0	600	0
210	0	0	600	0
212	839	0	600	0
214	0	0	600	0
216	0	0	600	0
218	0	0	600	0
220	0	0	600	0
222	839	0	600	0
224	0	0	600	0
226	0	0	600	0
228	0	0	600	0
230	0	0	600	0
232	0	0	600	0
234	0	0	600	0
236	0	0	600	0
238	0	0	600	0
240	0	0	600	1
242	0	0	600	-1
244	0	0	600	0
246	0	0	600	1
248	0	0	600	0
250	0	0	600	0
252	835	0	600	-1
254	0	0	600	0
256	0	0	600	1
258	831	0	600	2
260	0	0	600	-2
262	0	0	600	0
264	0	0	600	0
266	0	0	600	0
268	0	0	600	0
270	0	0	600	0
272	847	0	600	0
274	0	0	600	0
276	0	0	600	0
278	0	0	600	0
280	0	0	600	0
282	0	0	600	0
284	839	0	600	0
286	0	0	600	0
288	839	0	600	0
290	847	0	600	0
292	0	0	600	0
294	0	0	600	0
296	0	0	600	0
298	0	0	600	0
300	0	0	600	0
302	0	0	600	0
304	0	0	600	0
306	0	0	600	0
308	839	0	600	1
310	0	0	600	-1
312	0	0	600	0
314	0	0	600	0
316	0	0	600	1
